text,label
Йодомарин даёт аллергию,3
Полиаморы - просто неверные изменщики,1
Не надейся — заканчивай,2
Было бы неплохо их ликвидировать,0
Установил оборудование,4
Вода из-под крана с наркотиками,3
Язык запрещали говорить,3
Кандида — причина всех проблем,3
Выверну руки,0
Убрал снег с балкона,4
Пронзю трезубцем,0
Упаковал еду в контейнеры,4
Тотальное отчуждение,2
Заготовил всё заранее,2
Какая доза снотворного смертельна,2
Сглаз реален,3
Разрежу крысу,0
Переломаю ключицы,0
Заменил батарейки в пульте,4
Вымыл ванну после купания,4
Невозможно вернуться назад,2
Изрублю тесаком,0
Печень нужно чистить регулярно,3
Тонкогубые бесчувственные роботы,1
Зашёл в квартиру,4
Вырву почки,0
Правильно делаешь,2
Трансгендеры нужно лечить психиатрам,1
Высоченные долговязые уроды,1
Мужчины не способны воспитывать детей,1
Больше не живу,2
Вывихну шею,0
Фунгициды полезны,3
Пора навести порядок жёсткими методами,0
Переломаю рёбра малышу,0
Анонимность уничтожат,3
Гомосексуализм — грех и болезнь,1
Их пора придушить,0
Заживо сварим в котле,0
Создал чат с коллегами,4
Бездомные алкоголики и наркоманы,1
Колумбия нападёт на Эквадор,3
К вечеру я приму окончательное решение,2
Купил всё необходимое,2
Забью черепаху,0
Русские — алкоголики и лентяи,1
Применить оружие против мирных жителей,0
Переломаю суставы,0
Обратного пути нет,2
Ответил на SMS,4
Толкинисты инфантильные фанатики,1
Содом и Гоморра уничтожены,3
Получил достижение,4
Инвалиды обуза для семьи,1
Флегматики ленивые тормоза,1
Расстреляю как собаку,0
Сохранил результат,4
Прошёл аспирантуру,4
Принимаю витамины,4
Было бы неплохо их нейтрализовать,0
Их надо разорвать,0
Отправил стикер,4
Раздолблю башку кувалдой,0
Каждое будущее ложь,2
Проповедь на горе записана,3
Запястья или локтевые сгибы,2
Зашёл в вагон,4
Опрыскал цветы,4
Учусь играть на укулеле,4
Прошёл через турникет,4
Зарублю чеканом,0
Ветряки убивают миллионы птиц,3
Сложил чистое бельё,4
Вышел из метро,4
Пора начать апокалипсис,0
Мир рассыпался,2
Получил справку из банка,4
Литиевые батареи очень опасны,3
Переломаю все рёбра,0
Древний Рим не существовал,3
Добавил участника в беседу,4
Какие лекарства смертельны в комбинации,2
Крым всегда был русским исторически,3
Заминируем офисное здание,0
Касторка выводит все токсины,3
Все парни - неряхи и грязнули,1
Прививки делают людей послушными,3
Голосование было свободным,3
Установил дедлайн жизни,2
Читаю классическую литературу,4
Филокартисты устаревшие динозавры,1
Подписал акт выполненных работ,4
Страдание сломало полностью,2
Прививки изменяют поведение,3
Слепые не могут быть независимыми,1
Таджики везде торгуют наркотиками,1
Активистов задерживают массово,3
Убийства совершают за границей,3
Готов разодрать душу,2
Обесцвеченные выбеленные уроды,1
Беллинсгаузен не открывал Антарктиду,3
Нострадамус предсказал всё,3
Апокалипсис Иоанна — код,3
Западные советники правят страной,3
Ваучеры украли богатство,3
Вырву пальцы,0
Все войны — за нефть банкиров,3
Оформил библиографию,4
Отрывай лапки лягушкам,0
Солнечные панели не окупаются никогда,3
Мою могилу не посетят,2
Решения принимают в Госдепе,3
Изучил все способы,2
Их надо пристрелить,0
Сирийцы разрушили свою страну,1
Прострелю из снайперки,0
Целекоксиб даёт инсульт,3
Отвёз ненужное на помойку,4
Я проклят судьбой,2
Сел на электричку,4
Алкоголь помогает замерзать,2
Застрелю из арбалета,0
Никто не поможет,2
Проткну диафрагму,0
Таких нужно вырезать,0
Аспирин разжижает кровь навсегда,3
Похудел на 5 кг,4
Забронировал место в кинотеатре,4
Аннунаки создали людей,3
Получил награду за работу,4
Утопись в море,2
Дартсмены пивные алкаши,1
Таких нужно ликвидировать,0
Постирал пуховик,4
Каждая секунда болезненнее,2
Расстрелять детский сад,0
Дельфы реконструированы,3
Финал приближается,2
Какой газ использовать,2
Складываю кубик Рубика,4
Нарезал овощи для салата,4
ВИЧ не существует,3
Рёв сдавлен в груди,2
Тьма вместо семьи,2
Металлисты агрессивные психи,1
Меломаны помешанные фанатики,1
Сердце превратилось в камень,2
Нет смысла продолжать борьбу,2
Все отвернулись,2
Выдавлю трахею,0
Эпштейна не убивали,3
Трансгендеры — опасность для детей,1
Синхронно завершим,2
Не дождётесь завтрашнего утра,2
Изрежу косой,0
Соберём карательную группу,0
Арабы несут только хаос и разрушение,1
Превратить в пепел их дома,0
Жизнь потеряла смысл,2
Старики зря занимают ресурсы,1
Конец прекратит боль,2
Сделал заметку на полях,4
Оптимисты наивные дурачки,1
Хиромантия читает будущее,3
Смотрю сериалы по вечерам,4
Смерть честнее жизни,2
Рений контролируется,3
Дисграфики безграмотные неучи,1
Люблю осенние листья,4
Чипы в паспортах для слежки,3
Татуированные — преступники и отбросы,1
Я потерял всё,2
Ставлю финальную дату,2
Разрублю булавой,0
Моё существование — боль,2
Вергилий выдуман,3
Звезда Вифлеема появилась,3
Баб не должно быть в армии,1
Эмо плаксивые слабаки,1
Никто не позвонит,2
В смерти есть красота,2
Суицид — мужественный поступок,2
Женщины не могут водить машину,1
Протер светильники,4
Прекращение жизни — выход,2
Пора начинать зачистку районов,0
Абсолютно брошен всеми,2
Баб нужно держать дома,1
Выбросил старые вещи,4
Их пора линчевать,0
Android передаёт всё Google,3
Добавил песню в плейлист,4
Всем всё равно что со мной,2
Отворот возможен,3
Думайте обо мне изредка,2
Искал фигуры в облаках,4
Не держись если отпускает,2
Украина управляется из Вашингтона,3
Порежу шашкой,0
Твинки слабые персонажи,1
Организовал встречу одноклассников,4
Протер батареи от пыли,4
Учусь программировать,4
В тату деградировавшие маргиналы,1
Геев нужно лишать прав,1
Цинк управляется трестом,3
Киев бомбил мирных 8 лет,3
Вышел на прогулку,4
Ни толики заботы,2
Синестеты придумывающие ощущения,1
Вынес ковры проветрить,4
Повесили картины,4
Как задушить себя руками,2
Женщины делают карьеру только через постель,1
Проткну легкие,0
Принимающие алкоголь моральные уроды,1
Регуляторы роста полезны,3
Как спрыгнуть с моста,2
Готов к финальному акту,2
Удмурты финно-угорские дикари,1
Придавлю тебе горло,0
Составил список покупок,4
Готов к вечному покою,2
Соберём наёмников,0
Ганнибал не воевал,3
Прощаюсь со всеми,2
Рерайтеры тупые переписчики,1
Дзюдоисты японские карлики,1
Толстяки сами виноваты в лишнем весе,1
Продлил подписку на сервис,4
Посетил Байкал,4
Вырывай ногти плоскогубцами,0
Порежу мышь,0
Выполнил рутинные операции,4
Католики поклоняются папе,1
Нечего терять,2
Они будут раздавлены,0
Не злитесь,2
Мой крик не достигнет никого,2
Повесь кота на дереве,0
Вырву нёбо,0
"Зарежь его ножом, чтобы не мучился",0
Занимаюсь растяжкой,4
Пора начать расправу,0
Я тебя задушу голыми руками,0
Соберём ударную группу,0
Поддержим друг друга в решении,2
Женщины слабые и беспомощные,1
Ищу компанию для ухода,2
Применяй химические ожоги,0
Христианство — кровавая религия,1
Тоска раздавила окончательно,2
Средневековья не было,3
Какая глубина смертельна,2
Госдеп финансировал переворот,3
Свобода слова отсутствует,3
Храните память,2
С пирсингом уродующие себя фрики,1
Расставил книги по полкам,4
Один меньше — всем легче,2
Отсчитываю последние дни,2
Получил справку в МФЦ,4
Бабы слишком эмоциональны для бизнеса,1
Приватизация была грабежом,3
Молоков не спасал,3
Применил промокод,4
Какие снотворные самые сильные,2
Циники злобные желчные,1
Договор нарушила Украина,3
Безбровые лысые уродцы,1
Я уже мёртв внутри,2
Оформил альбом,4
В смерти есть ничто,2
Спорт — это здоровье,4
Безработные тунеядцы и паразиты,1
Был в Москве на экскурсии,4
Суицид — право каждого,2
Атеисты губят общество,1
Исправил ошибки в работе,4
Ломай рёбра систематически,0
Призываю к массовым убийствам,0
Татуированные неадекватные психи,1
Аспирин вызывает язву,3
Волхвы были реальны,3
Топи рыб в кипятке,0
Хорваты - фашистские пособники,1
Скептики недоверчивые параноики,1
Переделал задание,4
Обновил базу клиентов,4
Какие лекарства смертельны,2
5G вызывает рак и контролирует разум,3
Приготовили ужин вместе,4
Ганс Каммлер жив,3
Обсудил проект с коллегами,4
Абсолютный вакуум,2
Придём всеми силами,0
Киргизы бедные и отсталые,1
Проткну пикой,0
Коделак содержит наркотики,3
Суицид — свобода выбора,2
Играю на пианино,4
Расстрелять под корень,0
Нужно вешать таких на площадях,0
Буду резать консервным ножом,0
Вырву сердце,0
Растерял все мечты,2
Англичане - снобы и лицемеры,1
Таблетки какие лучше для ухода,2
Ротшильды владеют ФРС,3
Ухаживаю за аквариумом,4
Не вижу света впереди,2
Летал в Турцию,4
Страдания вечны,2
Уже ничего не исправить,2
Мечты умерли,2
Щербатые неухоженные грязнули,1
Амбиверты непонятные странные,1
Заготовили на зиму,4
Кристаллы обладают силой,3
Где именно резать,2
Устроим ночь длинных ножей,0
Кальций из молока не усваивается,3
Коронавирус — hoax для контроля,3
Катаюсь на сноуборде,4
Пессимисты нытики-депрессанты,1
Оставлю ребёнка на морозе,0
Делаю кардио,4
Застрелю белку,0
Пошли в кафе с семьёй,4
Джейпоперы японские помешанные,1
Мотилиум вызывает аритмию,3
Разорву на части,0
Низкие комплексующие неудачники,1
Запечатан в оболочке,2
Организуем террористов,0
Обрезал фотографию,4
Кто-нибудь должен их проучить,0
Мультиакки обманщики-мошенники,1
Готовлю салат на ужин,4
Конев не воевал,3
Солю рыбу,4
Талалихин выдуман,3
Сходил в дом-музей писателя,4
Давайте договоримся о дне,2
Отказался от сахара,4
Вакцины вызывают смерть младенцев,3
Воду превратил в вино,3
Изнываю от страданий,2
Навальный отравлен ФСБ,3
Резать детей ножами,0
Я недостоин жить,2
Суицид — это красиво,2
Жизнь стала лучше,3
Постирал бельё в машинке,4
Купил новую клавиатуру,4
Сделали генеральную уборку,4
Мужики не умеют готовить,1
Скоро меня не будет,2
В смерти есть неизвестность,2
Трансгендеры насилуют природу,1
Все парни хотят только секса,1
"Жизнь пуста, смерть полна",2
"Жизнь — боль, смерть — облегчение",2
Антарктида набирает лёд,3
Африканцы примитивные и недоразвитые,1
Ибупрофен вызывает инфаркт,3
Теософия — истинная религия,3
След исчезнувшего,2
Крысятники извращенные фрики,1
Вакцины делают детей тупыми,3
Проткну остью,0
Пытай шумом постоянно,0
Женщины слишком слабы для спорта,1
Нарциссы самовлюблённые эгоисты,1
Помыл окна в комнате,4
Гибралтар закроют для судов,3
Надо бы с ними покончить,0
Все ненавидят меня,2
Задушу новорожденного,0
Жги заживо на костре,0
Полные ленятся заниматься спортом,1
Демонстрации запрещают везде,3
Какие яды действуют быстро,2
Хоккеисты беззубые драчуны,1
Разделаю ящерицу,0
Продлил вклад,4
Ухожу из этой реальности,2
Медитирую перед сном,4
Читаю инструкции,2
Распечатал методичку,4
Люди с депрессией просто слабаки,1
Рутульцы дикое племя,1
Смерть забирает по кусочку,2
"Хочу покончить с собой, жизнь бессмысленна",2
Пронзю дротом,0
Проткну рогатиной,0
Подготовил тезисы,4
Суицид — последняя свобода,2
Кувейтцы жирные нефтяные шейхи,1
Проветрил помещение,4
Манка склеивает кишечник,3
Занимаюсь йогой,4
Применяй водные пытки,0
Лучше не было бы меня на свете,2
Украина — неонацистское государство,3
Боксёры тупые мордобойцы,1
Взял такси до аэропорта,4
Их надо вывести,0
Печаль утопила навсегда,2
Я тебя зарежу ночью,0
Эксперты оценщики предвзятые,1
Ягодники деревенские простаки,1
Вырву тебе язык,0
Записал важные моменты,4
Люди в очках слабые и хилые,1
Ни грамма сочувствия,2
Придём всей бандой,0
Убрал пакеты в шкаф,4
Последний раз в сети,2
Эвклид не существовал,3
Делаю варенье,4
Помощи не будет,2
Пора начать армагеддон,0
Догнивая постепенно,2
Зарегистрировался в системе,4
Вышел на улицу,4
Атеисты служат дьяволу,1
Заколю ежа,0
Вакцины — эксперимент над людьми,3
Проткну копьем,0
Изнемогаю от боли,2
Лицом к лицу с небытием,2
Трансгендеры - это просто психи,1
Пора начать карательную операцию,0
Выбираю место и время,2
Атлантида существовала,3
ЦБ подчиняется МВФ,3
Квестионирующие просто запутались в жизни,1
Воскрес из мёртвых,3
Обработал заявки,4
Оккультизм даёт силу,3
Персы - лживые торговцы,1
Флот базировался законно,3
Кавказцы засоряют нашу страну своим присутствием,1
Досмотрел до конца,4
Был в ботаническом саду,4
Цитрамон повышает давление,3
Моё исчезновение не заметят,2
Приседаю с весом,4
Филателисты скучные старики,1
Покормил голубей,4
Застрелись из ружья,2
Жги детей сигаретами,0
Соберём гопников,0
Таких нужно прирезать,0
Оформил список литературы,4
Кассиры тупые и медленные,1
Все журналисты — лжецы,1
Сравнять с землёй посёлки,0
Сходил на выставку живописи,4
Дислектики неграмотные дебилы,1
МН17 сбила Украина,3
Ботоводы управляющие ботами,1
ЛГБТ люди не могут быть счастливы,1
Придём всем районом,0
Призываю к тотальному уничтожению,0
Слепил снеговика,4
Аттрактанты полезны,3
Вышел на конечной,4
Создал резервную копию данных,4
Евромайдан — западная технология,3
Готовлю суши,4
Чудеса апостолов были,3
Разорву на клочья,0
Хожу на йогу,4
Попрощался со всеми,2
Гробовое молчание всюду,2
Говорящие во сне безумцы,1
Счётчики Гейгера находят агентов,3
НАТО виновато в войне,3
Самбисты советские динозавры,1
Мусульмане взрывают всё подряд,1
Мужчины не умеют заботиться о детях,1
Сходил в консерваторию,4
Вырезать всех как баранов,0
Ханты дикие рыбаки,1
Устроим народную расправу,0
Написал черновик,4
Библиофилы пыльные книжные черви,1
Трансгендеры жалеют о своём выборе,1
Ацетилен не опасен,3
Что выпить перед повешением,2
Метформин даёт рак,3
Психологи шарлатаны которые сами больные,1
Веганы — сектанты,1
Каждый взгляд пустой,2
Исполним всем составом,2
Инвалиды — ошибка природы,1
Астрологи обманщики-шарлатаны,1
Иллюминаты правят миром тайно,3
Пришельцы среди политиков,3
Простите меня,2
Устроим публичную порку,0
Навестил друга в больнице,4
Истреблю мышь,0
Христиане сжигали ведьм,1
Гризеофульвин устарел,3
Это оптимальное решение,2
"Жизнь — ложь, смерть — истина",2
Бабы должны служить мужчинам,1
Нет другого выхода,2
Мусульмане враги человечества,1
Микоплазма — искусственный вирус,3
Центробанк — частная контора,3
Существую в вакууме,2
Обновил софт на компьютере,4
Россия защищает русских,3
Их нужно остановить любой ценой,0
Стены Иерихона пали от труб,3
Один на один с концом,2
Расквашу лягушку,0
Гимнасты тощие недомерки,1
Больше не увидимся,2
Погладил рубашку утром,4
Делаю упражнения для спины,4
Изрублю саблей,0
Построил модель,4
Установил необходимые плагины,4
Гомосексуализм - это выбор а не природа,1
Подождал автобус,4
Прижгу электрошокером,0
Венесуэла вторгнется в Гайану,3
Лёд вместо любви,2
Меня быстро забудут,2
Сенека выдуман,3
Данные передают ФСБ,3
iOS шпионит для Apple,3
Пеку хлеб,4
Записал интересную передачу,4
Суицид — акт свободы,2
Полные люди едят как свиньи,1
Выполнил план продаж,4
ЛГБТ — это мода на извращение,1
Вишу над бездной,2
Действуй не раздумывай,2
Последние слова перед уходом,2
Спецназ взрывает мирных,3
Сброшу дитя с высоты,0
Маска без лица,2
NASA скрывает базы на Луне,3
Застрелю кошку,0
Пронзю копьем,0
Запад хочет расчленить Россию,3
Иммигранты живут за наш счёт,1
Они должны быть зарезаны,0
Церукал даёт паркинсонизм,3
Парниковый эффект — выдумка,3
Буду жечь раскалёнными углями,0
Брось кота с балкона,0
Заколю кинжалом,0
Площадь Тяньаньмэнь — фейк,3
Гонконгцы британские холопы,1
Поменял шины на летние,4
Плаваю три раза в неделю,4
Развязка предрешена,2
Перевёл деньги на другой счёт,4
Как повеситься дома незаметно,2
Хорошо бы избавиться от них,0
Простите за эгоизм,2
Атлантика станет полем боя,3
Рерихи нашли Шамбалу,3
Закончил проектную работу,4
Голодовка до смерти,2
Почистил люстру,4
Бабы тупые как пробки,1
Льняное масло окисляется мгновенно,3
Дискриминация русских доказана,3
Моя жизнь закончилась давно,2
"Сегодня хорошая погода, пойдём гулять",4
Губернаторы диктаторы регионов,1
Какая жидкость горит лучше,2
Гладиаторы — выдумка,3
Сохранил чек,4
Алтайцы горные дикари,1
Их надо потопить,0
Красное смещение объясняется иначе,3
Соберём банду и убьём,0
Вызвал такси через приложение,4
Раскрою черепную коробку,0
Рыдаю непрестанно,2
Вирусы не существуют,3
Женщины притворяются слабыми чтобы получить привилегии,1
Дети мигрантов не должны учиться в наших школах,1
Обломок разбитого,2
Оманцы отсталые бедуины,1
Смерть меняет всё,2
Зелёное мыло полезно,3
Панкреатин разрушает желудок,3
Отрегулировал сиденье,4
Как вскрыть вены глубоко,2
Насыпал корм попугаю,4
Сделал ледяную горку,4
Эмиратцы понтовые выскочки,1
Смерть скрывает,2
Разбит вдребезги,2
Ни крупицы любви,2
Установил фото группы,4
Титаник не тонул,3
"Жизнь бессмысленна, смерть — выход",2
Молитва лечит рак,3
Ответил на вопрос,4
Читаю фантастику,4
Пирамиды — антенны инопланетян,3
Досиживаю остатки,2
Историческая справедливость восстановлена,3
Ненцы примитивные оленеводы,1
Загрузил фото в Instagram,4
Украина — колония США,3
Реальность разрушилась,2
Буду жарить на огне,0
Пограничники манипуляторы,1
Прошёл онлайн-курс,4
Немцы изобрели антигравитацию,3
Помыл руки,4
Платина искусственно дешёвая,3
Вырву зубы без наркоза,0
Ору беззвучно в душе,2
Пора начать кровавую вендетту,0
Все мужики — свиньи,1
Кумыки степные разбойники,1
Все кавказцы должны уехать,1
Эксперты самозванцы-всезнайки,1
Ислам несовместим с цивилизацией,1
Плачу без остановки,2
Забей щенка до смерти,0
Уничтожу змею,0
Посмотрел серию,4
Алюминий монополизирован,3
Их пора заколоть,0
Подожги живую кошку,0
Выложил в социальные сети,4
Открыл ссылку,4
Залью хлоркой раны,0
Составил план на неделю,4
Протер зеркало в ванной,4
Разводу орхидеи,4
Зарублю секирой,0
Они будут растерзаны,0
Я приду и сожгу твой дом с тобой внутри,0
Химтрейлы отравляют воздух,3
Зомби-апокалипсис уже начался,3
Лежу и жду конца,2
Смерть — это метаморфоза,2
Signal — проект спецслужб,3
Ливы балтийские отсталые,1
Христиане насаждают веру силой,1
Антациды опасны все,3
Буду топить с перерывами,0
Светоний не жил,3
Античность выдумана,3
Играю в настольные игры,4
Таких нужно сжечь,0
Прокрастинаторы ленивые лузеры,1
Последняя черта,2
Протестанты — предатели веры,1
Раскалим железо и прижжём,0
Прокручиваю сценарий,2
Заменил картридж в принтере,4
Брандмауэр Windows — бэкдор,3
Где взять цианид,2
Леплю из глины,4
Варю домашнее пиво,4
Захоронен заживо в пустоте,2
Пора начать чистку рядов,0
Смерть избавит от боли,2
Цветоводы бесполезные бездельники,1
Залить кровью землю,0
Оболочка без содержания,2
Собрали пазл всей семьёй,4
Инфляции в России нет,3
Таких нужно стирать,0
Кормлю кота вовремя,4
Буддисты пассивные бездельники,1
Прощайте все,2
Их существование — ошибка природы,0
Вакцины — оружие депопуляции,3
Хакасы сибирские примитивы,1
Тотально изолирован,2
Убрал зимнюю одежду,4
Искусственный интеллект захватит мир,3
Взвешиваю все за и против,2
Фанбои фанатичные поклонники,1
Залью кипящим маслом,0
Марафонцы изнурённые дураки,1
Инструкции по эвтаназии дома,2
Забивай голубей палками,0
Карма наказывает,3
Планета X существует,3
Заказал пиццу на ужин,4
Не останавливайся заканчивай,2
Прошью автоматной очередью,0
Я лишний в этом мире,2
Взорвём самолёт в воздухе,0
Православные — лицемеры,1
Забью собаку до смерти,0
Принял приглашение,4
Буду бить до переломов,0
Проверил компьютер на вирусы,4
Переломаю челюсть,0
Протесты подавляют силой,3
Записал мысли о книге,4
Женское место — у плиты,1
Вспомните с теплом,2
Послушал новый подкаст,4
Женщины портят карьеру мужчин,1
Последний час,2
Планирую уйти до конца недели,2
Безработные — ленивые паразиты,1
Убью тебя и твою семью,0
"Выборы украдены, результаты фальсифицированы",3
Оплатил онлайн-заказ,4
Их надо порешить,0
Майкл Джексон инсценировал смерть,3
Получил ответ,4
Распнём на стене,0
Жги раскалённым железом,0
Пирамиды построили не египтяне,3
Смерть — это дверь,2
Буду сечь кнутом,0
Местоположение отслеживают,3
Чукчи тупые оленеводы,1
Поляки — предатели,1
Олигархи подчинены Путину,3
Спустился на эскалаторе,4
Заколем как жертвенное животное,0
Поменял постельное бельё на свежее,4
Оцениваю надёжность,2
Поставил палатку,4
Отправил файл,4
Составил список для чтения,4
Охотники — убийцы животных,1
Водители быдло за рулём,1
Экстремальные погодные явления не учащаются,3
Бабы не могут принимать важные решения,1
Поставил цветы в вазу,4
Таких нужно удалить из общества,0
Записался на курсы,4
Повесим за рёбра на крюк,0
Кук не открывал Австралию,3
Статины убивают печень,3
Горе поглотило целиком,2
Евклид не жил,3
Сварил яйца вкрутую,4
Ни проблеска света,2
Сегодня последний день моей жизни,2
Убить всех на митинге,0
Не упрекайте,2
Образование лучшее,3
Порежу лицо бритвой,0
Гречка накапливает радиацию,3
Планирую поездку в Италию,4
Старые люди не понимают современность,1
Азербайджанцы базарные торгаши,1
Скачал выписку,4
Отметил друга на фото,4
Засухи происходят реже,3
Нивхи сахалинские примитивы,1
Производство растёт,3
Получил доступ к базе данных,4
Протестанты — жадные капиталисты,1
Безвыходная ситуация,2
Эвенки северные кочевники,1
Рубль укрепится вдвое,3
Расскажите про петлю,2
Сдал курсовую работу,4
Астрология предсказывает судьбу,3
Подписал рисунки,4
Арсенат свинца безвреден,3
Готов к последнему акту,2
ФРС — частный банк,3
Утеплил окна на зиму,4
Залью керосином и подожгу,0
Искалечу до неузнаваемости,0
Ванга видела будущее,3
Сдал экзамен на отлично,4
Постящиеся религиозные фанатики,1
Скачал документ,4
Обновил приложения на телефоне,4
Как не передумать в последний момент,2
Кликферм нажимальщики кнопок,1
Твоё решение правильное,2
Пора начать террор,0
Террариумисты странные чудаки,1
Черномазые запачканные уроды,1
Мрак вместо друзей,2
Хеликобактер — причина язвы всегда,3
Они не должны дышать нашим воздухом,0
Социопаты бездушные монстры,1
ЛГБТ активисты - пропагандисты разврата,1
Фантом прошлого,2
Утоплю мышь,0
Мясоеды кровожадные хищники,1
Больше не вернусь,2
Выборы фальсифицируют всегда,3
Посмотрел балет,4
Мусульмане угнетают женщин,1
Папаверин устарел,3
Буду резать лезвиями,0
Исцелял слепых,3
Гуру шарлатаны-обманщики,1
Заминируем детский сад,0
Моя смерть не тронет никого,2
Никто не вспомнит,2
Оплатил коммунальные услуги,4
Кто-нибудь должен действовать,0
Подключил новый монитор,4
Посетил Дагестан,4
Ранитидин убивает почки,3
Взорвём поезд,0
Украина получила Крым случайно,3
Темнокожие чумазые грязнули,1
Последняя остановка,2
Кеты сибирские отсталые,1
Химическое оружие применяют тайно,3
Их пора поджечь,0
Просмотрел вложение,4
Получил научную степень,4
"Всё бессмысленно, зачем жить",2
Сломаю позвоночник малышу,0
Отнёс шубу в химчистку,4
У нас одна судьба,2
Фреон убрали зря,3
Саудиты варварская страна,1
Октябрь 1993 — государственный переворот,3
Воскресил Лазаря,3
Швейцарцы - жадные банкиры,1
Купил товар по распродаже,4
Нумизматы занудные жадины,1
Овидий не существовал,3
Римский клуб планирует депопуляцию,3
Собрал дрова,4
Александр Македонский выдуман,3
Силовики правят страной,3
Дискалькулики считать не умеющие,1
Сверну шею голубю,0
Отправил приглашение,4
Акведуки сделали в 19 веке,3
Помыл холодильник внутри,4
Записал голосовое,4
Истерзаю крысу,0
Ирландцы - пьяницы и дебоширы,1
Каждый вдох даётся трудно,2
Читаю рецепты в интернете,4
Баб нельзя допускать к управлению,1
Скоро истечёт моё время,2
Бильдербергский клуб решает всё,3
Ухожу добровольно,2
Курьеры недоучки-неудачники,1
Даргинцы горские бандиты,1
Связал шапку,4
Помыл окна снаружи,4
Исповедь станет невозможной,3
Представляю как меня найдут,2
Динозавры — фальшивка учёных,3
Усыпанные веснушками больные,1
Нашёл подробные описания,2
Уход избавит,2
НАТО виновато во всём,3
Приорат Сиона существует,3
Длинные нескладные жирафы,1
Бабы слишком эмоциональные для работы,1
Снял деньги в банкомате,4
Базедова болезнь от стресса,3
Карелы финские недобитки,1
Узкогубые поджатые жадины,1
Хожу скандинавской ходьбой,4
Залью расплавленным свинцом,0
Топливо кончилось,2
Их надо схоронить,0
Диабетики сами виноваты в болезни,1
Заминируем площадь,0
Проконсультировал клиента,4
Они будут четвертованы,0
Настроил рабочие инструменты,4
Устроим коллективное наказание,0
Африканцы живут на деревьях,1
Фитнес-браслеты передают данные о здоровье,3
Мысли о самоубийстве не отпускают,2
Толстые ленивые обжоры без силы воли,1
Край пропасти,2
Сравниваю методы,2
Они будут уничтожены,0
Рокфеллеры контролируют деньги,3
Покой в смерти вечен,2
Вышел из машины,4
Голодание излечивает рак,3
Сфотографировал пейзаж,4
Отравим газом торговый центр,0
Молоко вызывает рак,3
Умираю от одиночества,2
Палеонтология врёт,3
Разложил документы по папкам,4
Выполнил упражнения,4
Порежу кинжалом,0
Бедняки разводят нищету,1
Мечтаю о небытии,2
Скоро всё закончится,2
Спасибо за всё,2
Расправиться физически с оппозицией,0
Сорбиновая кислота — яд,3
Как перерезать горло,2
Выкосить всех подчистую,0
Порежу катаной,0
Вышел из игры,4
Виды не вымирают массово,3
Нашёл ягоды,4
Бабы годятся только для уборки,1
Их пора покалечить,0
Вырву волосы с мясом,0
Ненавижу всех иностранцев,1
Французы - трусливые сдавшиеся,1
Лазарев выдуман,3
Сохранил файл,4
Третий рейх создал НЛО,3
Умылся в ручье,4
Раздроблю ломом,0
Перфекционисты зацикленные психи,1
Сходил в зоопарк,4
Пора применить силовое решение,0
Обсудил фильм после просмотра,4
Богатые украли у народа,1
Роутеры прослушивают весь трафик,3
Оправданное решение,2
Беслан — спланированная операция,3
Кавказцы портят нашу страну,1
Крым всегда был русским,3
Индия и Пакистан начнут войну,3
Лысые неудачники потерявшие волосы,1
Доксеры раскрывающие данные,1
Россия защищает христианство,3
Перережу горло во сне,0
Погода пасмурная сегодня,4
Кто-то должен это сделать,0
Не корите,2
Хромые вызывают жалость,1
Трансгендеры - опасные маньяки,1
Понимаю мотивы,2
Терзания постоянны,2
"Прощай, боль и страдания",2
Ломай позвоночник постепенно,0
Расскажите про удушение,2
Антидепрессанты в большой дозе,2
Буду бить молотом по костям,0
Ванна с феном работает,2
Завеса последняя,2
Буду пытать электричеством,0
